OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
273,36,29,4700,3,360290047003,Block Group 3,G5030,S,227556,0,42.9417387,-78.8175632,150,36,29,4700,3,360290047003,1272,79,1165,2,0,0,3,23,35,1237,515,460,55,,,{9B3EF2E0-EF2E-430D-9D5C-63F4D03453DC},2.5097044196E-05,0.022853003187366,47
78,36,29,6902,4,360290069024,Block Group 4,G5030,S,98401,0,42.9022425,-78.8879936,150,36,29,6902,4,360290069024,825,533,149,20,21,1,71,30,153,672,547,451,96,,,{FD83CFED-5318-4FB7-913A-019A2B485B55},1.0845727876E-05,0.014805060339048,69.02
161,36,29,2702,1,360290027021,Block Group 1,G5030,S,179926,0,42.9017579,-78.831945,150,36,29,2702,1,360290027021,519,62,237,4,187,0,3,26,18,501,263,181,82,,,{F59A99D0-4B48-4DDB-9AA2-F97F792659A5},1.9831114938E-05,0.018570536357003,27.02
14,36,29,5201,4,360290052014,Block Group 4,G5030,S,226780,0,42.9351493,-78.8491453,150,36,29,5201,4,360290052014,840,663,134,2,10,1,17,13,39,801,484,424,60,,,{5677603A-60A3-4493-B417-0F4BA52DD46F},2.500866323E-05,0.021821900273766,52.01
47,36,29,6302,3,360290063023,Block Group 3,G5030,S,148693,0,42.9251109,-78.8723705,150,36,29,6302,3,360290063023,587,534,19,2,19,0,4,9,14,573,347,321,26,,,{4C4DC14F-2344-4B60-9A37-9C08B4C59ACF},1.6394748593E-05,0.02236691326253,63.02
263,36,29,4401,4,360290044014,Block Group 4,G5030,S,247824,0,42.9402746,-78.8011524,150,36,29,4401,4,360290044014,886,90,761,0,10,0,14,11,26,860,564,448,116,,,{E5BA03CB-BC0B-43B4-B2E0-41F77EA0BEE9},2.6262874463E-05,0.021407826220283,44.01
261,36,29,4300,1,360290043001,Block Group 1,G5030,S,170629,0,42.9475221,-78.8060039,150,36,29,4300,1,360290043001,965,196,713,1,7,0,12,36,43,922,463,411,52,,,{75AFDE75-2F6E-4FCC-9944-16E5912F1570},1.8632008886E-05,0.028831500779875,43
99,36,29,7102,3,360290071023,Block Group 3,G5030,S,99280,0,42.8938183,-78.8816842,150,36,29,7102,3,360290071023,615,272,151,20,0,2,154,16,278,337,313,255,58,,,{74EEAF1E-B1E1-4F82-8987-2EA4794FAC2B},1.0941101198E-05,0.015442381613872,71.02
154,36,29,2400,5,360290024005,Block Group 5,G5030,S,466480,0,42.8934824,-78.8121091,150,36,29,2400,5,360290024005,639,537,49,11,9,2,3,28,41,598,340,281,59,,,{7C1E1ADE-2A8E-45A5-9E1F-AE66F9BB7FFF},5.1407921668E-05,0.035474754872663,24
209,36,29,3100,2,360290031002,Block Group 2,G5030,S,243789,0,42.8993638,-78.856279,150,36,29,3100,2,360290031002,492,16,470,0,0,0,0,6,1,491,291,224,67,,,{67295F98-12DB-4FCB-8B06-9D585788C465},2.6869362591E-05,0.027280680006689,31
285,36,29,5802,2,360290058022,Block Group 2,G5030,S,537996,404521,42.9490632,-78.9095821,150,36,29,5802,2,360290058022,1337,907,164,36,25,0,135,70,253,1084,611,521,90,,,{C73CFCBE-C9F4-4B57-A3C9-0D406BE42CA2},5.8266646745E-05,0.042457928436967,58.02
110,36,29,16800,2,360290168002,Block Group 2,G5030,S,417889,0,42.9087525,-78.8646381,150,36,29,16800,2,360290168002,1184,156,968,6,4,0,26,24,66,1118,693,534,159,,,{152464E1-4FCA-430A-A4C7-1DC9D3EAA163},4.6064243715E-05,0.031781559948661,168
148,36,29,2300,3,360290023003,Block Group 3,G5030,S,184110,0,42.886294,-78.8110305,150,36,29,2300,3,360290023003,584,504,53,1,6,0,14,6,40,544,272,244,28,,,{5F3B348F-F5E2-45B9-B0E0-BDDC3D0E5731},2.0287290402E-05,0.019781399189563,23
114,36,29,17000,2,360290170002,Block Group 2,G5030,S,1056753,0,42.9253806,-78.8323357,150,36,29,17000,2,360290170002,2034,129,1857,4,3,0,6,35,56,1978,811,724,87,,,{B09A210A-6FBE-4F5F-8645-B0B0E1C975E4},0.000116517999404,0.050860344885741,170
220,36,29,3700,4,360290037004,Block Group 4,G5030,S,261980,0,42.9158894,-78.81142,150,36,29,3700,4,360290037004,960,94,808,3,15,0,2,38,26,934,449,361,88,,,{D6617B10-20DC-48CF-8889-A149570F1FEE},2.8881716054E-05,0.024239812689155,37
122,36,29,110,2,360290001102,Block Group 2,G5030,S,2865724,165985,42.8385263,-78.8412869,150,36,29,110,2,360290001102,0,0,0,0,0,0,0,0,0,0,0,0,0,,,{FDBF6426-5664-4D0E-9DF5-218CFC8737E2},0.000328640799707,0.117754308507619,1.1
